uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,600,COORDENADORIA DE ATENDIMENTO REGIONAL NORTE,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,3,Parcerias com Instituições de Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,2485,2415,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"97,183"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,600,COORDENADORIA DE ATENDIMENTO REGIONAL NORTE,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,4,Fornecimento de Kits Escolares,Pessoa,Aluno matriculado,9194,9322,A superação da meta foi em decorrência da expansão do atendimento na Educação Infantil.,,"101,392"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,3,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"18,75"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,1,Promoção da Escolarização com Práticas Pedagógicas Inclusivas e Acessibilidade (META NÃO CUMULATIVA),Pessoa,Aluno atendido,453,462,A meta foi superada porque o quantitativo de estudantes matriculados com perfil de necessidade do profissional de apoio à inclusão nesta regional foi acima do previsto. ,,"101,987"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,2,Transporte Escolar Acessível (META NÃO CUMULATIVA),Pessoa,Aluno atendido,48,62,O Transporte Escolar Acessível atende por demanda das famílias. A demanda real de 2018 foi superior à meta projetada e foi atendida em 100%. O atendimento à demanda superior à meta não acarretou aumento dos custos.,,"129,167"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,4,Fornecimento de Kits Escolares (META NÃO CUMULATIVA),Unidade,Material distribuído,453,0,A distribuição dos kits escolares foi efetivada dentro do quantitativo da Educação Infantil e Ensino Fundamental. Não ha distinção do kit para os estudantes com deficiência. Eles foram contemplados no Ensino Fundamental e Educação Infantil.,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,5,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,453,0,As parcerias não se efetivaram. porque houve uma outra opção gerencial para execução desta ação,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,10,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,10,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,14,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"87,5"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,16,16,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,6,Orçamento Participativo da Criança e Adolescente - OPCA (META NÃO CUMULATIVA),Unidade,Escola contemplada,3,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,1,Administração do Ensino Fundamental (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,7800,7501,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"96,167"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,2,Administração da Educação de Jovens e Adultos (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1123,1041,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"92,698"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,7800,8755,O número de matriculados na rede foi superior à meta estimada.,,"112,244"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1123,1000,O número de matriculados na rede foi inferior à meta estimada.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"89,047"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,6,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,7800,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,1,Atendimento do Projeto Escola Integrada (META NÃO CUMULATIVA),Unidade,vaga ofertada,3725,4542,"Houve ampliação do atendimento, porque as  escolas acolheram a demanda das famílias, considerando a utilização de espaços dentro do próprio ambiente escolar, não causando impactos no planejamento financeiro.",,"121,933"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,3,Parcerias com Organizações da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,1600,1234,"Encerramento do convênio com a SEE-MG/Secretaria do Estado de Educação de Minas Gerais.
",Financiamento Externo,"77,125"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,4,Projeto Escola Aberta,Pessoa,Participações,75758,128590,"O atendimento pelo Programa Escola Aberta pauta-se pela livre adesão e participação da comunidade,não havendo exigência de frequência nas atividades ofertadas,o que justifica a oscilação que pode ser observada em relação ao número de participações.",,"169,738"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,6,Projeto Escola nas Férias (META NÃO CUMULATIVA),Pessoa,Participações,6965,3151,"O projeto é desenvolvido a partir da adesão pelas escolas.Algumas não se interessaram.Outras,no período de janeiro e julho,passaram por readequações na rede física.Tais fatos alteraram o quantitativo de participações em relação a meta inicial.",Administrativas e/ou Gerenciais,"45,24"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,7,Projeto BH para Crianças,Pessoa,Participações,23200,46424,O planejamento de  atividades pedagógicas fora do ambiente escolar é realizado considerando os projetos educativos da Secretaria e da Política de Educação Integral.A diversidade de possibilidades motiva as escolas na adesão gerando superação da meta.,,"200,103"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,11,A superação da meta deve-se ao fato do repasse para as escolas de Ensino Fundamental que possuem o atendimento à Educação Infantil.,,110
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,11,A superação da meta deve-se ao fato do repasse para as escolas que possuem o atendimento à Educação Infantil.,,110
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,6,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,60
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,11,A superação da meta deve-se ao fato do repasse para as escolas de Ensino Fundamental que possuem o atendimento à Educação Infantil.,,110
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,11,A superação da meta deve-se ao fato do repasse para as escolas de Ensino Fundamental que possuem o atendimento à Educação Infantil.,,110
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,1,Administração da Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,4183,3941,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"94,215"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,3,Parcerias com Instituições de Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,3967,4033,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,,"101,664"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,4,Fornecimento de Kits Escolares,Pessoa,Aluno matriculado,8150,8180,A superação da meta foi em decorrência da Expansão do atendimento na Educação Infantil,,"100,368"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,2,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"13,333"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,1,Promoção da Escolarização com Práticas Pedagógicas Inclusivas e Acessibilidade (META NÃO CUMULATIVA),Pessoa,Aluno atendido,588,736,Houve uuma alteração da meta inicial porque o quantitativo de estudantes matriculados com perfil de necessidade do profissional de apoio à inclusão nesta regional ficou acima do previsto,,"125,17"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,2,Transporte Escolar Acessível (META NÃO CUMULATIVA),Pessoa,Aluno atendido,36,63,O Transporte Escolar Acessível atende por demanda das famílias. A demanda real de 2018 foi superior à meta projetada e foi atendida em 100%. O atendimento à demanda superior à meta não acarretou aumento dos custos.,,175
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,4,Fornecimento de Kits Escolares (META NÃO CUMULATIVA),Unidade,Material distribuído,588,0,A distribuição dos kits escolares foi efetivada dentro do quantitativo da Educação Infantil e Ensino Fundamental. Não ha distinção do kit para os estudantes com deficiência. Eles foram contemplados no Ensino Fundamental e Educação Infantil.,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,5,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,588,0,As parcerias não se efetivaram. porque houve uma outra opção gerencial para execução desta ação,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,10,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,10,10,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,14,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"93,333"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,6,Orçamento Participativo da Criança e Adolescente - OPCA (META NÃO CUMULATIVA),Unidade,Escola contemplada,3,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,1,Administração do Ensino Fundamental (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,11649,11477,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"98,523"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,2,Administração da Educação de Jovens e Adultos (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1100,1051,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"95,545"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,11649,12815,O número de matriculados na rede foi superior à meta estimada.,,"110,009"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1100,725,O número de matriculados na rede foi inferior à meta estimada.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"65,909"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,5,Transporte Escolar (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,200,203,"E. M. Professora Alice Nacif  é de  203 alunos. Sendo 105 (manhã) e 98 (tarde).
 Sendo um total de 4 ônibus para atender os 2 turnos (3 pela manhâ e 3 pela tarde)",,"101,5"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,6,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,11649,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,1,Atendimento do Projeto Escola Integrada (META NÃO CUMULATIVA),Unidade,vaga ofertada,4177,4647,"Houve ampliação do atendimento, porque as  escolas acolheram a demanda das famílias, considerando a utilização de espaços dentro do próprio ambiente escolar, não causando impactos no planejamento financeiro.",,"111,252"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,3,Parcerias com Organizações da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,472,363,"Encerramento do convênio com a SEE-MG/Secretaria do Estado de Educação de Minas Gerais.
",Financiamento Externo,"76,907"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,4,Projeto Escola Aberta,Pessoa,Participações,83018,148284,"O atendimento pelo Programa Escola Aberta pauta-se pela livre adesão e participação da comunidade,não havendo exigência de frequência nas atividades ofertadas,o que justifica a oscilação que pode ser observada em relação ao número de participações.",,"178,617"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,6,Projeto Escola nas Férias (META NÃO CUMULATIVA),Pessoa,Participações,7462,4787,"O projeto é desenvolvido a partir da adesão pelas escolas.Algumas não se interessaram.Outras,no período de janeiro e julho,passaram por readequações na rede física.Tais fatos alteraram o quantitativo de participações em relação a meta inicial.",Administrativas e/ou Gerenciais,"64,152"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,7,Projeto BH para Crianças,Pessoa,Participações,36000,71041,O planejamento  de atividades pedagógicas fora do ambiente escolar é realizado considerando os projetos educativos da Secretaria e da Política de Educação Integral.A diversidade de possibilidades motiva as escolas na adesão gerando superação da meta.,,"197,336"
