"";"ID2021";"valor_orcado2020";"valor_empenhado2020";"descricao_medida2020";"descricao_produto2020";"qtde_prevista2020";"qtde_executada_ate_periodo2020";"justificativa2020";"valor_orcado2019";"valor_empenhado2019";"descricao_medida2019";"descricao_produto2019";"qtde_prevista2019";"qtde_executada_ate_periodo2019";"justificativa2019";"valor_orcado2018";"valor_empenhado2018";"unidade_medida2018";"Produto2018";"qtde_prevista2018";"Executado2018";"justificativa2018";"programa";"acao";"subacao";"Programa.x";"Acao";"Subacao";"Produto2021";"UnidadeMedida2021";"orcado2021";"executado2021";"Justificativa2021";"Programa.y";"Projativ";"Subitem_projativ";"orcado_2021";"Empenhado_2021"
"38";30823057;1000;0;"Tonelada";"Alimento comercializado";"35000";"23485,61";"Por conta da pandemia, houve uma redução significativa do número de consumidores nas unidades do Programa e, por consequência, queda no volume de alimentos comercializados.


";5000;0;"Quilo";"Alimento comercializado";"35000";"24163,64";"A meta anual não foi atingida devido a diminuição da demanda pelos produtos comercializados nos equipamentos.";0;0;"Tonelada";"Alimento comercializado";"40000";"25625,83";"Execução inferior devido a diminuição nas vendas em relação a 2017, entrega da unidade do Alto Vera Cruz e fechamento de duas unidades para realização de reforma (Saudade e Betânia).";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Programa Abastecer - Alimentos a Baixo Custo";308;2305;7;"Alimento comercializado";"Tonelada";35;21,79;"A realização de chamamento público para credenciamento e permissão de uso para pessoas jurídicas teve seus prazos afetados pela situação de calamidade e emergência pública. Obs: a meta prevista é de 35 mil toneladas e a executada 21.790 toneladas.";308;2305;7;1000;0
"39";30823059;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";1000;0;"Percentual de execução";"Intervenção implantada";"25";"0";"As ações de revitalização da Feira Coberta do Padre Eustáquio ficaram suspensas  em 2018 em função do andamento do  Procedimento de Manifestação de Interesse (PMI) dos mercados públicos do município.a cargo da PBH Ativos.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Revitalização da Feira Coberta do Padre Eustáquio";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"40";30823311;27752;13376,7;"Pessoa";"Pessoa Participante";"10000";"834";"Devido ao período de isolamento social exigido pela situação de pandemia todas as atividades foram suspensas.";65000;82271,95;"Pessoa";"Pessoa Participante";"10000";"15711";"revisão da metodologia de atendimento do Projeto Esquadrão da alimentação nas escolas impactando no atendimento a partir de agosto. Expansão do projeto para todos os anos do ensino fundamental e atendimento simultâneo: maior número de turmas por dia.";69154;47162,15;"Pessoa";"Pessoa Participante";"9000";"14675";"A meta foi ultrapassada devido ao público atendido em eventos de mobilização em massa realizados no Restaurante Popular e que não haviam sido planejados antecipadamente.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Mobilização e Educação para o consumo Alimentar Saudável e para Segurança Alimentar e Nutricional";"Estratégias Educativas para Promoção do Consumo Alimentar Saudável e Sustentável com Ferramentas Lúdicas de Mobilização";308;2331;1;"Pessoa Participante";"Pessoa";10000;16517;"Meta maior que a orçada devido a estar sendo contabilizado atendimentos e envios de conteúdos em formato remoto em 16 grupos de convivência de idosos e 57 grupos de Serviços de Convivência e Fortalecimento de Vínculos - SCFV - CRAS";308;2331;1;48170;0
"41";30823312;6000;1305,52;"Pessoa";"Pessoa capacitada";"200";"0";"Foram realizadas aquisições para formação de professores e coordenadores pedagógicos nas escolas da rede sobre abordagem de educação alimentar e nutricional, mas com a suspensão das auas em função da pandemia (Covid-19) não foi possível realizá-las";0;0;"Pessoa";"Pessoa capacitada";"2200";"7564";"ampliação do número de alunos por evento pelo grupo de teatro MOBS no Projeto Esquadrão da Alimentação e incorporação da ação de arte mobilização a eventos de EAN com parceiros na cidade (SMEL e SMSA) geraram um alcance maior do que previsto.";20000;0;"Pessoa";"Pessoa capacitada";"2000";"3689";"Ampliação do calendário de cursos de Boas Práticas com participação do grupo de arte mobilização, bem como parceria em todos os eventos de culminância do Projeto Esquadrão da Alimentação geraram um alcance maior do que o público participante previsto";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Mobilização e Educação para o consumo Alimentar Saudável e para Segurança Alimentar e Nutricional";"Formação e Assessoria Tecnica para Multiplicadores em Educação Alimentar e Nutricional";308;2331;2;"Pessoa capacitada";"Pessoa";200;115;"O curso presencial não foi realizado devido ao contexto de isolamento social (COVID 19). A implantação de plataforma EAD com a SMED ocorreu apenas em agosto/2021com duas ofertas de formação para toda a Rede, mas sem uma adesão expressiva";308;2331;2;11980;111,19
"42";30823313;6000;0;"Unidade";"Evento realizado";"6";"0";"Devido ao período de isolamento social exigido pela situação de pandemia todas as atividades foram suspensas.";5000;0;"Unidade";"Evento realizado";"6";"8";"Incorporação da Educação Alimentar e Nutricional (EAN) a eventos com parceiros na cidade e atendimento aos Restaurantes Populares levaram à superação da meta";20000;0;"Unidade";"Evento realizado";"9";"10";"A meta foi ultrapassada devido ao público atendido em eventos de mobilização em massa realizados no Restaurante Popular e que não haviam sido planejados antecipadamente e pela celebração de parcerias em eventos com Órgãos como SMED, SLU, CMBH.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Mobilização e Educação para o consumo Alimentar Saudável e para Segurança Alimentar e Nutricional";"Circuitos de Segurança Alimentar e Nutricional Sustentável";308;2331;3;"Evento realizado";"Unidade";6;0;"Não realizados devido a suspensão preventiva de eventos públicos (pandemia COVID - 19)";308;2331;3;4000;0
"43";30823314;50244;46584,14;"Pessoa";"Pessoa Participante";"400";"73";"Devido ao período de isolamento social exigido pela situação de pandemia todas as atividades foram suspensas.";41680;42753,46;"Pessoa";"Pessoa Participante";"400";"598";"Ampliação da demanda, conforme justificativa anterior";82500;40218,31;"Unidade";"Pessoa capacitada";"400";"564";"A meta foi ultrapassada em virtude da assiduidade das cantineiras nos cursos (turmas completas) e a redef. do nº inicialmente prev. de cursos para atender a demanda atual de cantineiras, considerando a rotatividade e a necessidade de cursos de aperf.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Mobilização e Educação para o consumo Alimentar Saudável e para Segurança Alimentar e Nutricional";"Qualificação em Boas Práticas para Manipuladores de Alimentos";308;2331;4;"Pessoa Participante";"Pessoa";400;0;"Despesas empenhadas referem-se à Mão de Obra da MGS.  Aulas práticas não compatÍíveis com o EAD, não realizadas devido à suspensão de atividades presenciais.";308;2331;4;57533;46916,99
"44";30823342;348962;29514,51;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Participação Popular";"Apoio aos Conselhos Municipais";NA;NA;NA;NA;NA;NA;NA;NA;308;2334;2;31788;1890
"45";30829231;378917;148226,14;"Unidade";"Certificado emitido";"1650";"953";"Oferta dos cursos de forma online da trilha de agroecologia de alunos que se matricularam em fevereiro (adesão menor do que se fosse presencial).  Nas demais trilhas nosso público tem restrição de acesso à internet e  pelo formato de aulas práticas";380418;167521,1;"Pessoa";"Pessoa certificada";"1000";"3055";"Houve aumento na demanda, em especial das turmas de agroecologia, o que resultou em aumento da oferta, com ganho de eficiência, bem como na revisão da meta de 2020";185269;117545,8;"Pessoa";"vaga ofertada";"800";"1405";"Implantação do Curso de Agroecologia, em modelo teórico, que permitiu com poucos recursos, atender maior demanda de usuários";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Realização de Cursos de Qualificação nas Áreas de Gastronomia, Empreendedorismo Grastronômico e Agroecologia";308;2923;1;"Certificado emitido";"Unidade";1650;233;"Devido a pandemia, o formato das aukas da trilha de agroecologia passou para online. Já as demais trilhas foram suspensas, pois as aulas práticas demandavam o formato presencial e também pelo público ter dificuldades de acesso à internet.";308;2923;1;318268;128427,91
"46";30829232;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";2e+05;0;"Percentual de execução";"Equipamento revitalizado";"25";"22";"As reformas foram realizadas pela Secretaria Municipal de Obras e Infraestrutura, portanto, não houve necessidade de dispêndio financeiro.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Adequação da Estrutura do Mercado da Lagoinha";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";30829232;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";2e+05;0;"Percentual de execução";"Equipamento revitalizado";"25";"22";"As reformas foram realizadas pela Secretaria Municipal de Obras e Infraestrutura, portanto, não houve necessidade de dispêndio financeiro.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Adequação da Estrutura do Mercado da Lagoinha";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";30829233;1000;0;"Unidade";"Evento realizado";"3";"1";"Não foi possível executar, a partir de março, devido as ações de contenção da Pandemia COVID 19";0;0;"Unidade";"Evento realizado";"6";"3";"Revisão de Calendário, uma vez que houve atrasos na subação 0005, e as ações estavam progamadas para ocorrer simultâneamente";0;0;"Unidade";"Evento realizado";"10";"2";"Não foram realizados mais eventos em 2018, devido à capacidade da equipe.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Realização de Eventos Gastronômico-Culturais";308;2923;3;"Evento realizado";"Unidade";3;1;"Devido a pandemia, as atividades presenciais coletivas foram suspensas, não sendo possível atingir a meta orçada. Além disso, o período foi utilizado para reforma do equipamento, cuja inauguração ocorreu no dia 01/12/2021, único evento contabilizado.";308;2923;3;37500;0
"49";30829234;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";0;0;"Unidade";"Ponto instalado";"11";"0";"A ação não foi realizada por indisponibilidade de equipe. A ação foi retirada do PPAG no âmbito da revisão de 2019.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Instalação de Pontos de Comercialização";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";30829235;20000;0;"Pessoa";"Pessoa Participante";"180";"78";"Não foi possível executar, apartir de março, devido as ações de contenção da Pandemia COVID 19";4000;2400;"Pessoa";"Pessoa Participante";"180";"95";"Trata-se de Workshop's de técnicas culinárias tradicionais, mas o Termo de referência p execução de parte das ações está em etapa final p publicação. A meta realizada ocorreu com a utilização de recursos disponíveis no Mercado da Lagoinha, sem custos";10000;0;"Unidade";"Evento realizado";"50";"16";"A meta foi superestimada para o ano de 2018. Para a revisão do ano de 2019, a meta foi alterada para quantidade de pessoas atendidas.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Valorização da Gastronomia articulada à Produção Agroecológica e Orgânica";"Realização de Oficinas, Rodas de Negócios e Workshop";308;2923;5;"Pessoa Participante";"Pessoa";180;79;"Somente com a flexibilização dos protocolos de Combate à Covid-19 foi possível desenvolver algumas oficinas práticas  de Agroecologia";308;2923;5;20000;0
"51";132276110;750;0;"Percentual";"Alimento Adquirido";"30";"5,57";"Não executada a quantidade orçada devido a suspensão das aulas como ação de contenção da Pandemia (Covid-19)";750;0;"Percentual";"Alimento Adquirido";"30";"11,67";"Houve alteração do posicionamento institucional da CCG em relação à pesquisa de preços da Agricultura Familiar; morosidade dos processos licitatórios; e dificuldade de mobilização, organização e logísitica por parte das cooperativas e associações.";1000;0;"Quilo";"Alimento Adquirido";"5,00E+05";"285448";"Ausência de informações do Mapa de Produção da Agricultura Familiar; fragilidade da organização dos pequenos agricultores e pouca agilidade dos processo e fluxos de licitação.";"Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar";"Gestão da Alimentação Escolar";"Aquisição de Alimentos em Compras da Agricultura Familiar no âmbito do Programa Nacional de Alimentação Escolar - PNAE";132;2761;10;"Alimento Adquirido";"Percentual";30;0;"Morosidade dos processos licitatórios, incluindo análise jurídica.Suspensão temporária das aulas presenciais em face da situação de pandemia.";132;2761;10;750;0
"52";132276111;0;90902520,76;"Unidade";"Cesta básica concedida";"0";"1048745";"Trata-se de contratação emergencial para combater os efeitos economicos e sociais da pandemia do COVID-19, granatindo o acesso à alimentação";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar";"Gestão da Alimentação Escolar";"Alimentação para alunos da rede pública e parceira (Covid-19)";132;2761;11;"Cesta básica concedida";"Unidade";142000;1216511;"A meta foi definida considerando o número de famílias de estudantes na rede municipal e na rede parceira, sendo que a adesão da família é voluntária.";132;2761;11;2000;120929096,21
"53";132276112;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar";"Gestão da Alimentação Escolar";"Alimentação Escolar para as unidades de Educação Infantil, Ensino Fundamental e EJA";132;2761;12;"Refeição Servida";"Unidade";91147338;15216093;"A meta foi definida considerando uma situação de funcionamento normal das unidades escolares, o que não ocorreu em face da situação de pandemia, tendo havido suspensão das aulas presenciais até maio/21, e retomada gradual ao longo do ano.";132;2761;12;43756456;12337285,17
"54";308212110;0;0;"-";"-";"-";"-";"-";180000;0;"Percentual de execução";"Corredor implantado";"60";"0";"A meta não foi executada, devido a replanejamento interno da Prefeitura. A meta foi suprimida na revisão do PPAG 2020.";41000;0;"Percentual de execução";"Corredor implantado";"30";"33,5";"A meta física reflete as primeiras ações de elaboração e discussão da intervenção. O ano de 2018 foi destinado ao planejamento, consolidação e articulação do projeto,  com um pequeno avanço além do previsto.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Implantação de Territórios Sustentáveis";"Implantação corredor Agroecológico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"55";308212111;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";78250;0;"Percentual de execução";"Teto produzido";"85";"0";"A meta consistia na implantação de um teto verde no equipamento público do CRJ. Após a análise, foi identificado que a ação é inviável, razão pela qual ela não foi executada.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Implantação de Territórios Sustentáveis";"Implantação Empreendimento Social de Produção Coletiva da Juventude (Teto verde-CRJ)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";308212112;229537;224489,12;"Unidade";"Sistema Agroecológico Atendido";"160";"17";"O atendimento às unidades produtivas escolares e institucionais foi bastante afetado pelas restrições impostas pela pandemia, pois várias instituições interromperam suas atividades, especialmente as escolas


";182000;11710;"Unidade";"Sistema Agroecológico implantado";"160";"223";"Superação da meta física devido à ampliação da demanda.";14000;0;"Unidade";"Horta ativa";"160";"191";"Em 2018 SMED apresentou novas demandas e havia disponibilidade para oferta de assistência técnica e apoio com insumos (cercamento, oficinas de formação, mudas, ferramentas, adubos e orientação técnica), superando assim a meta definida inicialmente.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Produção da Agricultura Urbana Agroecológica";"Manutenção de Sistemas Agroecológicos em Unidades Produtivas Escolares e Institucionais Novas e Existentes";308;2121;12;"Sistema Agroecológico Atendido";"Unidade";160;34;"O fechamento das escolas atendidas devido à pandemia impactou nas atividades, já que o público alvo não estava disponível para atendimento._x000D_
";308;2121;12;380721;377754,46
"57";308212113;0;0;"-";"-";"-";"-";"-";1283882;1122876,65;"Quilo";"Alimento doado";"250000";"387905,44";"Ampliação da rede de doadores, bem como do estabelecimento de parceria entre os Bancos de Alimentos da RMBH, resultando na superação da meta.";1554000;613319,25;"Quilo";"Alimento doado";"250000";"210220,87";"Ao se definir a meta foi previsto um aumento de 28% na quantidade de alimentos doados em 2018, porém as organizações parceiras não tiveram aumento no quantitativo de doações, não sendo possível controlar esse resultado, nem atingir a meta definida.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Implantação de Territórios Sustentáveis";"Central da Agricultura Familiar e Banco de Alimentos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"58";308212114;0;0;"-";"-";"-";"-";"-";144000;0;"Pessoa";"Facilitador contratado";"8";"0";"Não houve consenso sobre qual o instrumento mais adequado para realização desta contratação, que deve necessariamente estar atrelada a um produto. A meta foi redefinida para 2021, conforme emenda parlamentar realizada na revisão de 2020 do PPAG";0;0;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Implantação de Territórios Sustentáveis";"Assessoria técnica - facilitadores da agroecologia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"59";308230510;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";1000;0;"Percentual de execução";"Intervenção implantada";"25";"0";"As ações de revitalização do Centro de Abastecimento Municipal (CAM) ficaram suspensas  em 2018 em função do andamento do  Procedimento de Manifestação de Interesse (PMI) dos mercados públicos do município.a cargo da PBH Ativos.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Revitalização do Centro de Abastecimento Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"60";308230511;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";531070;587358,91;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Monitoramento aos mercados e acompanhamento de preços no varejo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"61";308230514;0;0;"-";"-";"-";"-";"-";19000;0;"Percentual de execução";"Sistema desenvolvido";"25";"0";"A ação não foi executada devido a outras priorizações. A ação foi retirada do escopo na revisão do PPAG 2020.";5000;0;"Percentual de execução";"Sistema desenvolvido";"50";"0";"A ação não foi iniciada em 2018, pois  ainda está sendo estudada a necessidade de desenvolvimento de uma plataforma ou a adaptação de alguma existente.";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Plataformas digitais de divulgação e articulação de experiências de consumo saudável";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"62";308230515;31000;2302,5;"Unidade";"Ponto de Comercialização Ativo";"20";"0";"Foram realizadas atividades e aquisições, como compra de uniformes e barracas, visando a implantação das Feiras de Agricultura Urbana. Contudo, o Edital de Chamamento de Fevereiro/2020 foi suspenso em função da Pandemia Covid.";36000;37280;"Unidade";"Feira realizada";"3";"0";"O Edital foi concluído, mas está em etapa final de tramitação, para abertura no primeiro bimestre de 2020. As despesas realizadas em 2019 são ref aquisição equipamentos e barracas.";50000;5737,5;"Unidade";"Equipamento adquirido";"3";"0";"Aquisições já se iniciaram, não sendo concluídas devido dificuldades na execução dos processos licitatórios, em especial para obtenção de orçamentos nas especificidades exigidas pela PBH. Previsão de conclusão das aquisições no primeiro semestre 2019";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Implantação e Manutenção da Feira de Agricultura Urbana e Pontos Regionais de Comercialização da Agricultura Urbana";308;2305;15;"Ponto de Comercialização Ativo";"Unidade";20;10;"Baixa adesão no credenciamento realizado entre 2019 e 2020. A avaliação da equipe é de inviabilidade de realização de chamamento público em período de retração econômica devido à situação de calamidade e emergência da pandemia._x000D_
";308;2305;15;34000;0
"63";308230517;1805290;1062904,82;"Tonelada";"Alimento doado";"250000";"428410,8";"Durante os primeiros meses de pandemia ocorreu um aumento no volume de doações";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Banco de Alimentos: doação de alimentos a instituições socioassistenciais";308;2305;17;"Alimento doado";"Tonelada";250;387,19;"Aumento do volume de coletas eventuais durante a pandemia permitiu maior nº de doações para as intituições recebedoras";308;2305;17;1793951;1193480,93
"64";308230518;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Mercados Municipais Revitalizados";308;2305;18;"Mercado Revitalizado";"Unidade";4;0;"Concorrência 001/2020 - Mercado Distrital Santa Tereza e  FECOPE aguardando a assinatura do Contrato. Concorrência 006/2020 - Mercado Distrital do Cruzeiro e  Feira Coberta do Bairro São Paulo aguardando aprovação da PGM.";308;2305;18;2000;0
"65";308230519;0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";0;0;"-";"-";"-";"-";"-";"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável";"Fortalecimento da Comercialização Direta da Agricultura Urbana e Familiar e Apoio ao Abastecimento";"Implantação da Central de Abastecimento da Agricultura Familiar e Urbana";308;2305;19;"Central implantada";"Unidade";1;1;NA;308;2305;19;1500;0
