uo,nome_uo,funcao,nome_funcao,subfuncao,nome_subfuncao,programa,nome_programa,projativ,nome_projativ,subitem_projativ,nome_subitem_projativ,valor_orcado,credito_disponivel,valor_empenhado,valor_liquidado,valor_pago,saldo_empenho_dezembro_câmara,saldo_emp_liq_dezembro_câmara,valor_liquidado,valor_pago
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2308,Serviços de Proteção Social Básica,4,Serviço de Convivência e Fortalecimento de Vínculos para Idosos - SCFV/CENTRO DE CONVIVÊNCIA,380900,500,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2308,Serviços de Proteção Social Básica,5,Implantação de Centro de Convivência,30000,21074,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2308,Serviços de Proteção Social Básica,6,Serviço de Proteção Social Básica no Domicílio para pessoas com Deficiência e Idosas - SPSPDI,6500049,5709240,"5708734,32","5546001,36","5188046,11",0,0,"5546001,36","5188046,11"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2308,Serviços de Proteção Social Básica,7,Adequação de Centros de Referência de Assistência Social - CRAS,70000,829000,"757962,81","106752,41","13374,32",0,0,"106752,41","13374,32"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2327,Ações de Apoio e Suporte à Política de Assistência Social,1,Serviços Administrativos e Financeiros,9630000,5993200,"940485,26","940485,26","940485,26",0,0,"940485,26","940485,26"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2327,Ações de Apoio e Suporte à Política de Assistência Social,3,"Gestão, Supervisão e Acompanhamento Técnico Metodológico",500,500,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2401,Ações Estratégicas de Proteção Social Básica,2,Atendimento e acompanhamento sociofamiliar / Regional,289692,196392,"8851,76","6905,19","6384,02",0,0,"6905,19","6384,02"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2405,"Benefícios, Transferência de Renda e Cadastro Único",1,Inserção e manutenção cadastral das famílias no Cadastro Único - CADÚNICO,7921117,19850765,"18985035,34","18743593,05","18516150,87",0,0,"18743593,05","18516150,87"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2405,"Benefícios, Transferência de Renda e Cadastro Único",2,Concessão de Benefícios Eventuais,1188500,1302350,"711106,6","545307,77","481104,24",0,0,"545307,77","481104,24"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2405,"Benefícios, Transferência de Renda e Cadastro Único",3,Concessão de Bilhetes Sociais,1018512,1563562,"866493,45","866493,45","866493,45",0,0,"866493,45","866493,45"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2647,Programas e Projetos de Proteção Social Básica,3,Programa de Integração ao Mundo do Trabalho – ACESSUAS,360500,360500,360000,360000,360000,0,0,360000,360000
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,2647,Programas e Projetos de Proteção Social Básica,4,"Programa Municipal de Qualificação, Emprego e Renda",1688183,1569813,"1559806,97","1514375,69","1514375,69",0,0,"1514375,69","1514375,69"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2327,Ações de Apoio e Suporte à Política de Assistência Social,3,"Gestão, Supervisão e Acompanhamento Técnico Metodológico",1000,1000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,5,Serviço de Acolhimento Institucional em Abrigo para Famílias,1471365,1195568,"1076344,42","1045529,26","1045529,26",0,0,"1045529,26","1045529,26"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,6,Serviço de Acolhimento Institucional em Casa de Passagem para Adulto,3741988,4486752,"4165175,1","4027065,45","4012645,45",0,0,"4027065,45","4012645,45"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,7,Serviço de Acolhimento Institucional em Abrigo para Adultos,4538010,4401170,"4156802,06","4113091,96","4109081,96",0,0,"4113091,96","4109081,96"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,8,Adequação de unidade de Acolhimento Institucional em Casa de Passagem para Adulto,81000,81000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,9,Serviço de Acolhimento em Família Acolhedora,315635,480659,"420224,58","374386,9","371456,9",0,0,"374386,9","371456,9"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,10,Adequação de unidade de Acolhimento Institucional em Abrigo para Famílias,100500,100500,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,11,Serviço de Acolhimento Institucional em Condomínios Sociais para Famílias,1040000,1863815,"1853781,62","1780061,36","1772041,36",0,0,"1780061,36","1772041,36"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,14,Serviço de Acolhimento em República para Jovens,1000,0,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,17,Serviço de Acolhimento Institucional em Abrigo para Pessoa em Situação de Rua em caso de Pós Alta Hospitalar,456543,447997,"447986,66","434938,52","434938,52",0,0,"434938,52","434938,52"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,18,Implantação de unidade de Acolhimento Institucional para Pessoa em Situação de Rua em caso de Pós Alta Hospitalar,13500,12500,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,21,Implantação de Unidade de Acolhimento Institucional em Abrigo para Famílias,30000,20000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2403,Serviço de Proteção Social Especial de Alta Complexidade,22,Implantação de Unidade de Acolhimento Institucional em Abrigo para Adultos,200000,100000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2409,Ações Estratégicas de Proteção Social Especial,1,Acompanhamento sociofamiliar dos beneficiários do Bolsa Moradia,50526,47426,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2409,Ações Estratégicas de Proteção Social Especial,4,Concessão de Bolsa Auxílio às Famílias Extensas/ Ampliadas do Programa Família Extensa Guardiã,449760,0,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2409,Ações Estratégicas de Proteção Social Especial,5,Concessão de Bolsa Auxílio às Famílias Acolhedoras,137495,0,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2409,Ações Estratégicas de Proteção Social Especial,6,"Acompanhamento da identificação, atendimento e monitoramento das situações de trabalho infantil",253526,256626,"53152,14","49142,14","45132,14",0,0,"49142,14","45132,14"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,1,Serviço de Proteção e Atendimento Especializado às Famílias e Indivíduos - PAEFI/CREAS,3971384,18744543,"17751693,9","17307189,83","16972216,9",0,0,"17307189,83","16972216,9"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,2,Adequação de Centros de Referência Especializados da Assistência Social - CREAS,19452000,4089277,"3838183,89","3838183,89","3838183,89",0,0,"3838183,89","3838183,89"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,4,"Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosas e suas Famílias/CENTRO DIA",1883454,1524744,"1374310,01","1374310,01","1374310,01",0,0,"1374310,01","1374310,01"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,6,Serviço Especializado em Abordagem Social/CENTRO POP ou CREAS,4228832,4950945,"4901039,84","4901039,84","4901039,84",0,0,"4901039,84","4901039,84"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,7,"Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosas e suas Famílias/CREAS",2340000,1074887,935280,935280,935280,0,0,935280,935280
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,9,Adequação de Centros de Referência Especializados para pessoas em situação de rua - CENTRO POP,68000,48000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,10,Implantação de Centros de Referência Especializados para pessoas em situação de rua - CENTRO POP,31000,31000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,20,Proteção Social Especial,2878,Serviço de Proteção Social Especial de Média Complexidade,11,Serviço Especializado para Pessoas em Situação de Rua / CENTRO POP.,2386838,2639312,"2547212,46","2450841,65","2416397,74",0,0,"2450841,65","2416397,74"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2327,Ações de Apoio e Suporte à Política de Assistência Social,1,Serviços Administrativos e Financeiros,466780,394409,"391424,72","314047,07","314047,07",0,0,"314047,07","314047,07"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2327,Ações de Apoio e Suporte à Política de Assistência Social,2,"Gestão, Regulação e Apoio Técnico",1000,1000,"499,9","499,9","499,9",0,0,"499,9","499,9"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2327,Ações de Apoio e Suporte à Política de Assistência Social,4,"Gestão, Supervisão e Acompanhamento Técnico Metodológico / Regional",36000,34371,"2615,4","2615,4","2615,4",0,0,"2615,4","2615,4"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2334,Participação Popular,2,Apoio aos Conselhos Municipais,221532,256355,"240064,82","193172,08","159753,5",0,0,"193172,08","159753,5"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2334,Participação Popular,6,"Fortalecimento da participação popular nos CORAS, CLAS e Serviços",4500,6977,"2476,65","1975,05","1128,6",0,0,"1975,05","1128,6"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2348,Comunicação e Mobilização Social,1,Produção e publicação de material ,50000,50000,13300,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2348,Comunicação e Mobilização Social,2,Produção de Eventos,65000,226500,"161370,5","161370,5","161370,5",0,0,"161370,5","161370,5"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2348,Comunicação e Mobilização Social,3,Produção de campanhas.,20000,15000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2348,Comunicação e Mobilização Social,4,Desenvolvimento de website institucional de gestão do SUAS,15000,14800,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2350,Vigilância Socioassistencial,1,Elaboração de estudos territoriais e geoprocessamento ,10000,1350,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2350,Vigilância Socioassistencial,2,Elaboração de diagnósticos socioterritoriais,150500,70200,69700,"69686,28","69686,28",0,0,"69686,28","69686,28"
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2350,Vigilância Socioassistencial,3,"Avaliação de serviços, programas e benefícios",1000,1000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2350,Vigilância Socioassistencial,4,Realização do Censo SUAS,10000,10000,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2350,Vigilância Socioassistencial,6,Implantação do Sistema de Informação e Gestão das Políticas Sociais - SIGPS - nos locais de execução do SUAS,36410,36410,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2804,Gestão dos Equipamentos e Promoção Social,1,Gestão dos Equipamentos e Promoção Social,281000,151000,4807,4807,4807,0,0,4807,4807
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2916,Gestão do Trabalho e Educação Permanente do SUAS,1,Capacitação de trabalhadores e gestores do SUAS,133616,317322,"271580,36",73741,73741,0,0,73741,73741
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2916,Gestão do Trabalho e Educação Permanente do SUAS,2,Formação de trabalhadores e gestores do SUAS,220000,0,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2916,Gestão do Trabalho e Educação Permanente do SUAS,3,Capacitação de conselheiros,83000,140,0,0,0,0,0,0,0
1011,FUNDO ASSISTÊNCIA SOCIAL,8,Assistência Social,244,Assistência Comunitária,113,Aprimoramento da Gestão do SUAS,2916,Gestão do Trabalho e Educação Permanente do SUAS,4,Curso de capacitação em promoção da igualdade étnico-racial para servidores da adminstração pública municipal,150000,444,0,0,0,0,0,0,0
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",2,Apoio Socioeducativo em Meio Aberto,4922391,3495196,"1586205,88","1545039,32","1530719,96",0,0,"1545039,32","1530719,96"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",3,Acolhimento Familiar,500000,594484,314820,311958,311958,0,0,311958,311958
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",4,Acolhimento Institucional,900000,864656,"261479,9","261479,9","261479,9",0,0,"261479,9","261479,9"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",5,Apoio às Medidas Socioeducativas,800000,736239,"1863,86","1863,86","1863,86",0,0,"1863,86","1863,86"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",6,Orientação e Apoio SocioFamiliar,2000000,1721816,"382613,79","365791,79","365791,79",0,0,"365791,79","365791,79"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,1,Ações de apoio e assessoramento à rede de atendimento e defesa dos direitos da Criança e do Adolescente,950000,750000,"8455,53","543,03","543,03",0,0,"543,03","543,03"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,2,Capacitação e Formação de Atores de Atendimento e Defesa do Sistema de Garantia de Direitos,300000,300000,"102903,46","6544,51","6544,51",0,0,"6544,51","6544,51"
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,3,Produção de materiais informativos e publicações diversas,318098,318098,0,0,0,0,0,0,0
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,4,Realização de Campanhas e ações em prol da garantia de direitos das Crianças e Adolescentes,650000,650000,0,0,0,0,0,0,0
1013,FUNDO CRIANÇA E ADOLESCENTE,8,Assistência Social,243,Assistência à Criança e ao Adolescente,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,5,Apoio às ações para fomentar o protagonismo de Crianças e Adolescentes,80000,80000,0,0,0,0,0,0,0
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,1,Alimentação para o Atendimento aos alunos do Ensino Fundamental,8713868,9929450,"9557480,62","7159760,63","6543688,42",0,0,"7159760,63","6543688,42"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,2,Alimentação para o   Atendimento aos alunos das Unidades Municipais de Educação Infantil - UMEIS,8759860,8717500,"8309278,41","6889741,82",6426532,0,0,"6889741,82",6426532
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,3,Alimentação para  atendimento aos alunos das Escolas Integradas,11596697,11668250,"11006338,74","7810429,76","7147201,92",0,0,"7810429,76","7147201,92"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,4,Alimentação  para atendimento aos alunos do Ensino de Jovens e Adultos - EJA,1025384,1093850,"1074040,31","885169,39","873457,87",0,0,"885169,39","873457,87"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,5,Atendimento das Demandas de Dietas Especiais,1000,1000,0,0,0,0,0,0,0
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,6,Alimentação para atendimento aos alunos das Creches Conveniadas,10168925,9858284,"8916194,4","7358396,79","6865523,27",0,0,"7358396,79","6865523,27"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,7,Gestão e Monitoramento da Alimentação Escolar,3387281,3596506,"3411672,32","2875214,07","2803728,72",0,0,"2875214,07","2803728,72"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,8,Alimentação para  alunos das Unidades Conveniadas de Atendimento Educacional integrado,1000000,1038175,"1003316,57","844325,33","805892,63",0,0,"844325,33","805892,63"
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,9,Controle de Qualidade e Monitoramento dos Generos Alimentícios ,1000,1000,0,0,0,0,0,0,0
1014,FUNDO ALIMENTAÇÃO ESCOLAR,8,Assistência Social,306,Alimentação e Nutrição,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2761,Gestão da Alimentação Escolar,10,Aquisição de Produtos da Agricultura Familiar - PNAE,1000,1000,0,0,0,0,0,0,0
1018,FUNDO DO IDOSO,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,2334,Participação Popular,3,Realização de Conferências,270000,270000,98000,0,0,0,0,0,0
1018,FUNDO DO IDOSO,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,1,"Participação da Pessoa Idosa em Atividades em Prol do Envelhecimento Ativo, Digno e Saudável no CRPI",1576892,1564243,36915,7840,0,0,0,7840,0
1018,FUNDO DO IDOSO,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,2,"Apoio a Projetos de Promoção, Proteção e Atenção à Pessoa Idosa",7909570,8189682,"7891565,8","7891305,8","7891305,8",0,0,"7891305,8","7891305,8"
1018,FUNDO DO IDOSO,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,3,Ações de Fortalecimento dos Grupos de Convivência e da Rede de Defesa de Direitos da Pessoa Idosa,1763500,388000,0,0,0,0,0,0,0
1018,FUNDO DO IDOSO,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,4,Realização de Ações de Promoção e Garantia de Direitos da Pessoa Idosa,863766,863766,"136479,86",1881,1881,0,0,1881,1881
1019,FUNDO DEFESA DAS MINORIAS,14,Direitos da Cidadania,422,"Direitos Individuais, Coletivos e Difusos",127,Promoção e Defesa de Direitos Humanos e Cidadania ,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,126100,126100,0,0,0,0,0,0,0
1022,FUNDO TRANSPORTE ESCOLAR,8,Assistência Social,452,Serviços Urbanos,123,"Gestão da Politica de Assistência Social, Segurança Alimentar e Cidadania",2856,Execução do Programa Meio Passe Estudantil,1,Concessão do Benefício para Estudantes Municipais do Ensino Médio e EJA,3000000,3000000,"2630395,03","2630395,03","2630395,03",0,0,"2630395,03","2630395,03"
1023,FUNDO DIREITOS DA MULHER,14,Direitos da Cidadania,422,"Direitos Individuais, Coletivos e Difusos",127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",1,Participação e Fortalecimento da Rede de Enfrentamento à Violência contra as Mulheres,192100,192100,30,30,30,0,0,30,30
2000,SEC. MUNICIPAL DE GOVERNO,4,Administração,121,Planejamento e Orçamento,227,Orçamento Participativo e Participação Popular,2334,Participação Popular,1,Coordenação e Participação em Fóruns Governamentais e GTs,2495153,2669153,"2069367,95","2066439,53","2065351,61",0,0,"2066439,53","2065351,61"
2000,SEC. MUNICIPAL DE GOVERNO,4,Administração,121,Planejamento e Orçamento,227,Orçamento Participativo e Participação Popular,2334,Participação Popular,5,Capacitação de Conselheiros,70000,70000,0,0,0,0,0,0,0
2000,SEC. MUNICIPAL DE GOVERNO,4,Administração,122,Administração Geral,93,Articulação de Políticas,2060,Articulações das Políticas do Governo Municipal,1,Apoio as Ações Políticas do Governo Municipal,101206,136206,"112796,77","98893,29","96528,95",0,0,"98893,29","96528,95"
2000,SEC. MUNICIPAL DE GOVERNO,4,Administração,122,Administração Geral,93,Articulação de Políticas,2060,Articulações das Políticas do Governo Municipal,2,Serviços Administrativos e Financeiros,10007869,9965069,"5677184,34","5663275,26","5661378,69",0,0,"5663275,26","5661378,69"
2100,SEC. MUN. SEGURANÇA PREVENÇÃO,6,Segurança Pública,122,Administração Geral,109,Operacionalização dos serviços de segurança,2802,Gestão da Política de Segurança e Prevenção,1,Implantação da Política de Segurança e Prevenção,6466245,8100910,"7949034,41","7851632,21","7839768,74",0,0,"7851632,21","7839768,74"
2100,SEC. MUN. SEGURANÇA PREVENÇÃO,6,Segurança Pública,122,Administração Geral,302,Belo Horizonte Cidade Inteligente,2897,Gestão Integrada do COP-BH,1,Gerenciamento do Centro de Operações do Município - COP,2348924,1551664,"1179770,39","900894,37","894135,27",0,0,"900894,37","894135,27"
